Date,Open,High,Low,Close,Adj Close,Volume,
2008/11/1,92,95.25,47.41,78.989998,68.301247,598157200,0.068362807
2008/12/1,75.800003,86.150002,60.220001,84.389999,72.970512,411474500,-0.043370026
2009/1/1,84.019997,92.199997,59.130001,80.730003,69.805779,434975100,0.128205288
2009/2/1,78.779999,98.660004,78.57,91.080002,78.755249,511687300,0.170381647
2009/3/1,87.860001,115.650002,72.779999,106.019997,92.173698,638449100,0.212035444
2009/4/1,104.099998,131.270004,103.940002,128.5,111.717789,570092500,0.125058025
2009/5/1,127.900002,145.899994,126.160004,144.570007,125.688995,350808200,0.022474752
2009/6/1,145.800003,151.169998,137.009995,147.440002,128.513824,256181100,0.107569424
2009/7/1,147.589996,166.419998,135.229996,163.300003,142.337982,276099800,0.013227439
2009/8/1,165.199997,170.940002,157.199997,165.460007,144.220749,185686700,0.116574024
2009/9/1,164.800003,188,158.139999,184.350006,161.033142,199442300,-0.07691898
2009/10/1,184.009995,193.600006,169.679993,170.169998,148.646637,239994100,-0.002997215
2009/11/1,171.589996,181.429993,163.220001,169.660004,148.201111,172931900,-0.002706923
2009/12/1,171.25,171.330002,160.199997,168.839996,147.799942,168254400,-0.119166028
2010/1/1,170.050003,178.75,147.809998,148.720001,130.18721,281861700,0.051304571
2010/2/1,149.820007,160.210007,148.869995,156.350006,136.866409,231970100,0.093780637
2010/3/1,156.509995,178.729996,156.169998,170.630005,149.701828,240364800,-0.149035982
2010/4/1,171.720001,186.410004,143.300003,145.199997,127.390869,533264800,-0.006473714
2010/5/1,147.839996,152.350006,134.199997,144.259995,126.566177,370736300,-0.0877701
2010/6/1,144.259995,146.399994,131.020004,131.270004,115.457451,232977100,0.148929583
2010/7/1,131.690002,153.410004,129.5,150.820007,132.652481,229090000,-0.092096657
2010/8/1,152.820007,157.25,135.789993,136.929993,120.435631,135451900,0.058519277
2010/9/1,139.009995,154.699997,137.800003,144.580002,127.483437,140199700,0.114469364
2010/10/1,145.199997,163.789993,144.699997,161.130005,142.076385,141630000,-0.030968672
2010/11/1,161.770004,171.610001,156.139999,156.139999,137.676468,119779000,0.079353721
2010/12/1,158.449997,171.229996,157,168.160004,148.601608,93645400,-0.026998214
2011/1/1,170.550003,175.339996,160.119995,163.619995,144.58963,116535100,0.000978383
2011/2/1,163.860001,169.899994,161.320007,163.779999,144.731094,82986600,-0.029570702
2011/3/1,163.550003,165.179993,153.259995,158.600006,140.451294,112097700,-0.047856861
2011/4/1,159.770004,164.399994,149.550003,151.009995,133.729736,101954000,-0.068074493
2011/5/1,152.199997,153.070007,133.639999,140.729996,124.626152,144717100,-0.051853138
2011/6/1,139.949997,140,128.300003,133.089996,118.163895,135783900,0.014125601
2011/7/1,133.429993,139.25,125.5,134.970001,119.833031,113317000,-0.138919594
2011/8/1,136.919998,137.339996,103.160004,116.220001,103.185875,230480100,-0.183996201
2011/9/1,115.550003,115.550003,91.400002,94.550003,84.200066,166764200,0.158646336
2011/10/1,93.739998,118.07,84.269997,109.550003,97.558098,179485000,-0.124965915
2011/11/1,103.489998,109.260002,87.599998,95.860001,85.366661,150193800,-0.052993967
2011/12/1,94.580002,106.099998,86.900002,90.43,80.842743,158615200,0.232666363
2012/1/1,92.970001,112.5,92.419998,111.470001,99.65213,159706200,0.032923521
2012/2/1,112.610001,118.660004,111.400002,115.139999,102.933029,114450200,0.083425894
2012/3/1,115.970001,128.720001,113.110001,124.370003,111.520309,148682900,-0.0741336
2012/4/1,124.139999,125.540001,110.07,115.150002,103.252907,118236700,-0.168910111
2012/5/1,114.839996,116.480003,93.699997,95.699997,85.812447,121117300,0.006459774
2012/6/1,94.07,97.599998,90.43,95.860001,86.366776,104497000,0.052576502
2012/7/1,96.559998,102.18,91.150002,100.900002,90.907639,96498800,0.047769924
2012/8/1,101.269997,107.339996,96.720001,105.720001,95.25029,70895400,0.080019567
2012/9/1,105.550003,122.599998,105.540001,113.68,102.872177,91155600,0.076618277
2012/10/1,116.669998,126.480003,116.220001,122.389999,110.754066,96115200,-0.037584561
2012/11/1,122.82,126.730003,113.839996,117.790001,106.591423,78473200,0.087536377
2012/12/1,118.419998,129.720001,115.620003,127.559998,115.92205,80380300,0.159140819
2013/1/1,131.300003,148,129.619995,147.860001,134.36998,98912700,0.01285011
2013/2/1,148.509995,159,146.619995,149.759995,136.096649,92481400,-0.014089223
2013/3/1,148.119995,157.190002,144.679993,147.149994,134.179153,82855700,-0.007339344
2013/4/1,146.669998,151.449997,137.289993,146.070007,133.194366,81816700,0.109604674
2013/5/1,145.830002,165.830002,140.389999,162.080002,147.793091,89480300,-0.063869792
2013/6/1,161.559998,168.199997,148.710007,151.25,138.353577,76021100,0.084496102
2013/7/1,152.779999,167.410004,149.279999,164.029999,150.043915,65295900,-0.072548034
2013/8/1,165.740005,169.690002,151.330002,152.130005,139.158524,52123900,0.043370681
2013/9/1,154.479996,170,153.419998,158.210007,145.193924,78759300,0.016749744
2013/10/1,158.860001,163.350006,152.830002,160.860001,147.625885,75131900,0.050230236
2013/11/1,161.029999,170.690002,159.610001,168.940002,155.041168,57399200,0.052693701
2013/12/1,169.880005,177.440002,164.770004,177.259995,163.210861,55718100,-1
