,日期,前收盘价,开盘价,收盘价,最高价,最低价,HO,OL,HCY,CYL,涨跌幅,AR,BR,MA5,MA10,MA20,MA60,MA120,MA250,5日涨跌幅,10日涨跌幅,20日涨跌幅,60日涨跌幅,120日涨跌幅,250日涨跌幅
1982,2009-03-23,1726.211,1728.656,1767.049,1773.92,1723.278,45.264000000000124,5.377999999999929,47.70900000000006,2.9329999999999927,0.023657594581427244,108.35072615894535,89.97639395022333,1726.9736000000034,1682.7633999999998,1657.3902000000035,1590.6361499999998,1549.9466416666667,2006.9994319999996,0.06694002598745064,0.09068413688045829,0.019398023795678343,0.13801402416876396,0.17137690310323417,-0.4321524552860577
1983,2009-03-24,1767.049,1802.162,1776.117,1807.412,1768.635,5.25,33.527000000000044,40.363000000000056,-1.5860000000000127,0.005131719607096352,98.71971295740578,86.06066294557698,1741.0946000000033,1695.56,1664.1676500000035,1594.3362,1550.9931416666666,2001.7661039999996,0.04139812560685585,0.07764215778772687,0.08262321342364354,0.1428485941185782,0.07608432891840655,-0.4241704109875054
1984,2009-03-25,1776.117,1764.031,1747.419,1793.916,1746.67,29.88499999999999,17.360999999999876,17.798999999999978,29.44699999999989,-0.016157719339435328,105.67624855493696,89.42555956969139,1750.1192000000033,1706.8942,1668.4254500000036,1598.0858833333332,1550.7185083333331,1996.8195559999997,0.02650714094376072,0.06936148051774804,0.05122895715058329,0.1477767895966864,-0.018510707013971728,-0.41441480990973356
1985,2009-03-26,1747.419,1755.869,1811.873,1812.213,1744.148,56.34400000000005,11.721000000000004,64.79399999999987,3.2710000000001855,0.03688525762853678,117.03230406405964,112.63748384414585,1765.7338000000032,1725.2478999999998,1678.7385500000037,1604.0877833333332,1551.4330333333332,1992.5885919999996,0.045029991925251034,0.11271445205412145,0.12846324545609122,0.24805356811977752,0.04967354718358408,-0.3686004459136316
1986,2009-03-27,1811.873,1827.985,1825.631,1840.144,1812.627,12.159000000000106,15.357999999999947,28.270999999999958,-0.7539999999999054,0.007593247429593664,120.52921802113295,116.91912565582405,1785.6178000000032,1745.2092,1690.4196000000036,1610.7000499999997,1552.1789666666664,1988.1101999999996,0.057594349705800685,0.12276186364480601,0.146745937525518,0.2776523117513885,0.05155867771736866,-0.3801395409321312
1987,2009-03-30,1825.631,1829.106,1817.407,1836.098,1807.93,6.991999999999962,21.17599999999993,10.46699999999987,17.701000000000022,-0.004504743839253478,118.52095227996706,116.61295265221882,1795.6894000000034,1761.3315000000002,1701.6593500000035,1617.3930166666664,1552.250625,1983.332688,0.028498360826439972,0.09734606782821231,0.14114862879345358,0.28363453496149615,0.004753959513668526,-0.39656814812478314
1988,2009-03-31,1817.407,1783.724,1830.28,1839.068,1772.266,55.34400000000005,11.457999999999856,21.661000000000058,45.14099999999985,0.007083168492252989,120.43518744657472,112.28556308524557,1806.5220000000033,1773.8083000000001,1714.9748500000035,1624.2838,1552.4084666666665,1978.567488,0.030495175711960476,0.07315574443334327,0.17027820226730683,0.2918106791696691,0.010456905085133084,-0.39426392814355404
1989,2009-04-01,1830.28,1839.408,1852.019,1865.479,1833.845,26.07100000000014,5.5629999999998745,35.19900000000007,-3.5650000000000546,0.011877417662871315,134.58051685833337,140.2265804095943,1827.4420000000034,1788.7806,1723.9973500000033,1631.6903499999999,1553.5693416666663,1974.4984279999999,0.05985971309685878,0.08795356389253106,0.107952468608834,0.3157038872541429,0.0813358213922466,-0.35453618393996555
1990,2009-04-02,1852.019,1859.877,1878.396,1899.234,1859.562,39.35699999999997,0.31500000000005457,47.21499999999992,-7.542999999999893,0.014242294490499185,154.83662447609333,155.12776960668023,1840.7466000000036,1803.2402000000002,1733.1847500000033,1639.8235999999997,1555.2370916666664,1970.4735199999998,0.036715045701326776,0.08339831583804358,0.10842841699279138,0.35097428727395896,0.11924808105508888,-0.3488244391034808
1991,2009-04-03,1878.396,1898.695,1892.727,1920.77,1877.467,22.075000000000045,21.227999999999838,42.374000000000024,0.9289999999998599,0.007629381663930346,163.68756565996586,181.73298228483753,1854.1658000000036,1819.8918,1743.9816000000033,1648.2871499999997,1557.6722999999997,1966.4576719999998,0.03675222429943403,0.09646329446400248,0.12877999033868281,0.3666747538114281,0.18258333947723915,-0.3465895027046396
1992,2009-04-07,1892.727,1892.668,1894.124,1915.604,1869.484,22.93600000000015,23.18399999999997,22.876999999999953,23.243000000000166,0.0007380884829137901,158.87725960081085,184.13027442207635,1869.5092000000036,1832.5993000000003,1757.6813500000032,1655.9077999999997,1560.231325,1962.9923639999997,0.04221233878817454,0.07191368207672788,0.16911924914621013,0.3182154452165622,0.19349405591916025,-0.31383531169363266
1993,2009-04-08,1894.124,1883.139,1816.333,1892.407,1816.117,9.268000000000029,67.02199999999993,-1.7170000000000982,78.00700000000006,-0.041069644859576204,146.93288819927994,166.34282503489146,1866.7198000000037,1836.6209000000003,1766.0904500000033,1661.475283333333,1562.632975,1958.6156519999997,-0.007620145551500257,0.022642652482916414,0.10204283466745467,0.2253609969479533,0.18859459406400614,-0.37594016995640966
1994,2009-04-09,1816.333,1817.203,1847.165,1847.988,1803.064,30.785000000000082,14.138999999999896,31.654999999999973,13.269000000000005,0.016974860887293275,145.4039089812754,187.73231705336553,1865.7490000000034,1846.5955000000001,1776.7448500000035,1667.7870999999993,1564.5773583333332,1954.7084119999997,-0.0026209234354507283,0.05708190193651319,0.13040266768334652,0.2578960486388424,0.1445782385975305,-0.3458989544879115
1995,2009-04-10,1847.165,1867.498,1895.159,1895.565,1858.441,28.067000000000007,9.057000000000016,48.40000000000009,-11.276000000000067,0.025982519157736306,128.28757120437135,176.04401638534114,1869.1016000000036,1854.9241000000002,1790.0860000000034,1675.5382999999995,1567.3309583333332,1951.4350999999997,0.00892410333071414,0.04596679789367131,0.16386237238506074,0.32520538960217116,0.21117549578936123,-0.30157800645442556
1996,2009-04-13,1895.159,1915.431,1939.558,1952.04,1911.801,36.608999999999924,3.630000000000109,56.88099999999986,-16.641999999999825,0.023427585759295155,137.34922182722832,190.85588743102045,1878.4678000000035,1866.3168,1805.763000000003,1683.7452166666662,1570.5896166666666,1948.2147279999997,0.024742606831307468,0.06240417696675826,0.19282689367522377,0.340266995037809,0.25252450890173117,-0.2933316476302451
1997,2009-04-14,1939.558,1935.995,1949.022,1955.891,1928.027,19.896000000000186,7.967999999999847,16.333000000000084,11.530999999999949,0.004879462227992182,131.9784851786156,206.09085481192326,1889.4474000000039,1879.4783000000002,1820.4049000000027,1692.200066666666,1574.5543499999999,1944.6963119999996,0.028983318937936486,0.07241911140432489,0.17681489496336145,0.35186244868148076,0.32293684592066274,-0.31096511168319896
1998,2009-04-15,1949.022,1938.773,1943.35,1950.766,1905.101,11.993000000000166,33.6719999999998,1.7440000000001419,43.92099999999982,-0.002910177514671486,138.46870825302676,203.27075411502898,1914.8508000000038,1890.7853000000002,1832.2968000000026,1701.021233333333,1578.41425,1940.6527959999996,0.06993045878701754,0.06177743296107696,0.13945255149186875,0.3742857546956324,0.3129306116492654,-0.3421803116819989
1999,2009-04-16,1943.35,1945.124,1943.214,1958.748,1907.433,13.624000000000024,37.69100000000003,15.398000000000138,35.916999999999916,-6.998224715049073e-05,123.85693137460136,194.56413262354195,1934.0606000000037,1899.9048000000003,1844.3427000000024,1708.7963166666664,1581.8436,1936.5472159999995,0.05199806189484968,0.04924085552038071,0.14152532814504637,0.3159085507029482,0.2686715083711346,-0.3456330446196789
2000,2009-04-17,1943.214,1933.504,1920.309,1951.664,1908.081,18.160000000000082,25.423000000000002,8.450000000000045,35.13300000000004,-0.011787173208920865,134.73799478375477,179.34856993093553,1939.0906000000036,1904.0961000000002,1853.6681500000025,1716.314733333333,1585.2284333333334,1933.0158359999996,0.013270654335599152,0.022313186356870407,0.10757238435805738,0.30704041099806423,0.26825983783416074,-0.3149470203920298
2001,2009-04-20,1920.309,1915.995,1956.777,1958.332,1913.799,42.33700000000022,2.1959999999999127,38.02300000000014,6.509999999999991,0.018990693685235094,151.60502860328495,208.31547684170934,1942.5344000000034,1910.5011000000006,1865.1964500000024,1723.8942833333329,1589.2772250000003,1929.4807359999995,0.008877795868955651,0.03384006251297733,0.13356768089184934,0.30277748927432957,0.33030643365181844,-0.3111279075334653
2002,2009-04-21,1956.777,1926.472,1930.572,1945.929,1903.865,19.457000000000107,22.60699999999997,-10.847999999999956,52.912000000000035,-0.013391919467573565,150.84411020219903,175.80239479791678,1938.8444000000031,1914.1459000000007,1873.3726000000024,1730.5775499999995,1593.2053500000002,1925.7412239999994,-0.009466286168139715,0.01924266837862776,0.09254016159144429,0.26216154019153004,0.32303725953383955,-0.32625870282154634
2003,2009-04-22,1930.572,1941.168,1874.751,1967.267,1867.42,26.09900000000016,73.74799999999982,36.695000000000164,63.151999999999816,-0.028914228529161257,130.77328417752867,160.08785095571406,1925.1246000000033,1919.9877000000008,1878.3043000000023,1736.1671833333328,1597.0938916666669,1922.5001759999996,-0.03529935420793984,0.032162604544430984,0.05553350370499244,0.2178666249180672,0.3313801463789463,-0.30177209570307484
2004,2009-04-23,1874.751,1859.123,1876.424,1882.711,1850.25,23.587999999999965,8.873000000000047,7.960000000000036,24.500999999999976,0.000892385175417898,123.76471213974784,143.8544629512325,1911.7666000000033,1922.9136000000005,1884.7545500000022,1741.8282666666662,1601.8498833333335,1919.1429119999996,-0.03437089275808014,0.015839949327753677,0.07382602569847285,0.22102684936284733,0.4370964344932431,-0.30905609520793587
2005,2009-04-24,1876.424,1886.154,1860.748,1888.095,1857.779,1.941000000000031,28.375,11.67100000000005,18.644999999999982,-0.008354188605560364,118.43831014647593,137.58772740793157,1899.8544000000034,1919.4725000000005,1887.1983000000023,1747.0475833333328,1606.0753833333335,1915.9662959999996,-0.031016362470831504,-0.01815731556033029,0.026974848678687824,0.20235282106554142,0.3745767119158918,-0.29912742541909265
2006,2009-04-27,1860.748,1858.864,1827.471,1866.137,1815.816,7.272999999999911,43.048,5.388999999999896,44.932000000000016,-0.017883668288236843,107.39775698075469,121.95143729316773,1873.9932000000033,1908.2638000000006,1887.290300000002,1751.8675499999995,1610.3294583333336,1912.921148,-0.06608111195092747,-0.05778997070466574,0.0010078707033349676,0.18800173961318967,0.3876203319407554,-0.29407422401012373
2007,2009-04-28,1827.471,1810.239,1826.136,1837.482,1805.776,27.242999999999938,4.462999999999965,10.010999999999967,21.694999999999936,-0.0007305177482981318,116.38801782622947,123.21122117179515,1853.1060000000034,1895.9752000000003,1887.726750000002,1756.6085166666662,1614.2231666666669,1910.1802439999997,-0.05409588453577485,-0.06305008358038033,0.0048029967970850684,0.18451194088519118,0.3438428836455609,-0.2728503497305447
2008,2009-04-29,1826.136,1827.002,1901.068,1910.452,1822.928,83.45000000000005,4.073999999999842,84.31600000000003,3.2079999999998563,0.04103308844467235,123.64809637267669,130.0324055527659,1858.3694000000032,1891.7470000000005,1891.266150000002,1761.954766666666,1619.001191666667,1907.602428,0.01403759752628475,-0.021757274808963833,0.03867604956618664,0.20298450983456862,0.4318451764510942,-0.2531716480941827
2009,2009-04-30,1901.068,1903.233,1895.7,1910.033,1884.528,6.7999999999999545,18.704999999999927,8.964999999999918,16.539999999999964,-0.002823675954779059,127.38401105148964,120.03510207793401,1862.2246000000032,1886.9956000000006,1893.4502000000018,1766.354066666666,1623.766291666667,1904.8024559999997,0.010272731536155932,-0.024451244175885845,0.023585611162736386,0.16176454365947568,0.4319187121569197,-0.2696748036073604
2010,2009-05-04,1895.7,1903.083,1957.94,1959.815,1900.036,56.73199999999997,3.0470000000000255,64.11500000000001,-4.336000000000013,0.03283219918763525,136.0912116289811,136.86851070261733,1881.6630000000034,1890.7587000000003,1897.4274000000019,1771.8286333333328,1629.1406500000005,1901.7612039999997,0.05223275800914462,0.01959632538305045,0.042346768200102636,0.2015838317583798,0.4911764280279691,-0.2797064879538439
2011,2009-05-05,1957.94,1971.743,1960.98,1986.594,1952.092,14.851000000000113,19.65099999999984,28.653999999999996,5.847999999999956,0.0015526522773936513,126.14487008033603,129.21990902762934,1908.3648000000035,1891.1790000000005,1900.840050000002,1776.3615999999995,1634.0591166666673,1897.6803799999996,0.07305669966855843,0.0021479197680676076,0.03606066802026908,0.1610288205697803,0.43057448255133646,-0.34221480981059216
2012,2009-05-06,1960.98,1960.885,1980.2,1989.094,1951.757,28.20900000000006,9.127999999999929,28.114000000000033,9.222999999999956,0.009801221838060536,130.74766912892963,126.75124291519447,1939.1776000000034,1896.1418000000006,1905.1438500000017,1780.756516666666,1639.454833333334,1893.6613279999997,0.08436611511957492,0.0257063709615597,0.04544369851181873,0.1536232052921489,0.48584017276024727,-0.33660819246335716
2013,2009-05-07,1980.2,1992.349,1991.167,2015.902,1971.039,23.55300000000011,21.309999999999945,35.702,9.161000000000058,0.005538329461670433,133.90136168984336,133.68502622794495,1957.1974000000034,1907.7834000000007,1913.885550000002,1785.2168333333327,1644.6857416666671,1889.951552,0.047393885963048055,0.06209677978568884,0.09625657850184943,0.1552721479181316,0.4603801510570915,-0.3177689661280657
2014,2009-05-08,1991.167,1982.553,2022.953,2027.918,1973.474,45.36499999999978,9.079000000000178,36.750999999999976,17.692999999999984,0.015963502810161012,132.58783903974563,144.19721157593892,1982.6480000000035,1922.4363000000008,1922.674950000002,1790.1170166666661,1649.2968250000006,1886.199792,0.06712718257108197,0.07808949363256912,0.0951663765824926,0.1700525523701779,0.37651152710593117,-0.31677605371082307
2015,2009-05-11,2022.953,2040.184,2000.775,2086.538,2000.532,46.35400000000004,39.652000000000044,63.585000000000036,22.42100000000005,-0.010963181052649262,128.0684219596039,142.4453425994132,1991.2150000000033,1936.439000000001,1927.9557500000021,1795.1408333333325,1653.9432083333338,1881.70076,0.02187758562570874,0.0752530702706653,0.05572936096654679,0.1773794153750914,0.3863376683487978,-0.35986118207678497
2016,2009-05-12,2000.775,1985.389,2035.976,2037.291,1980.09,51.902000000000044,5.298999999999978,36.51599999999985,20.685000000000173,0.017593682448051373,129.17617195996945,133.1354627282737,2006.2142000000035,1957.2895000000008,1932.7766500000023,1799.8142833333325,1658.764416666667,1877.168348,0.03824414323450531,0.11409483378942809,0.04971132598251771,0.15972428312416098,0.39696218894753854,-0.3575496224612892
2017,2009-05-13,2035.976,2037.798,2053.802,2059.174,2019.124,21.375999999999976,18.673999999999978,23.197999999999865,16.85200000000009,0.008755505958812915,129.64575639092354,125.96078152626862,2020.9346000000037,1980.056100000001,1938.0156500000026,1803.7599666666656,1663.2969916666668,1872.8683280000002,0.03716897283102716,0.12467088979134089,0.05376029618957623,0.130287865954968,0.36023016200485736,-0.3435830334053841
2018,2009-05-14,2053.802,2025.542,2021.56,2033.929,2002.537,8.387000000000171,23.00499999999988,-19.873000000000047,51.2650000000001,-0.01569868955235232,127.05930598913213,112.74969658088558,2027.0132000000037,1992.105300000001,1941.9261500000025,1808.053549999999,1667.2227833333336,1869.0353000000002,0.015263913072082858,0.06338121519061923,0.04024493786502692,0.14604480298422007,0.3038411057327963,-0.3215824998649246
2019,2009-05-15,2021.56,2028.727,2022.301,2039.375,2010.142,10.64799999999991,18.585000000000036,17.815000000000055,11.417999999999893,0.0003665486060269174,139.51700557712493,130.79907970193347,2026.8828000000037,2004.765400000001,1945.8805000000025,1813.8275999999992,1670.9677583333334,1864.974488,-0.0003223011112962748,0.06678324629424481,0.04069906865635997,0.2067257488402956,0.2857116518236331,-0.33422276974779297
2020,2009-05-18,2022.301,2011.231,2029.06,2030.497,1985.682,19.266000000000076,25.548999999999978,8.19600000000014,36.618999999999915,0.0033422324372089918,134.2048250853329,120.93646352332685,2032.5398000000037,2011.8774000000012,1951.3180500000024,1819.7157833333324,1675.7173500000001,1861.177972,0.014137021904012226,0.03632389143691839,0.05663203161574515,0.21082321012024918,0.3906157799040373,-0.31869334014731765
2021,2009-05-19,2029.06,2051.573,2050.046,2059.147,2038.277,7.574000000000069,13.295999999999822,30.08699999999999,-9.217000000000098,0.010342720274412631,129.17706837088235,117.1512426603979,2035.3538000000037,2020.784000000001,1955.9815000000024,1825.6289666666657,1679.936316666667,1857.4128759999999,0.0069106904992983775,0.04541912717110819,0.04766460358027502,0.2092847388740926,0.3279478160606826,-0.31466844068839184
2022,2009-05-20,2050.046,2051.669,2019.41,2053.336,2018.904,1.6669999999999163,32.76499999999987,3.2899999999999636,31.141999999999825,-0.014944054913889615,115.9783081128172,98.80911527342326,2028.4754000000037,2024.705000000001,1960.4234000000026,1830.395399999999,1684.1664250000003,1853.7906839999998,-0.016745528536830756,0.019801030198969727,0.04601641378824528,0.16498329318158755,0.3357679635559536,-0.30959350527426377
2023,2009-05-21,2019.41,2004.769,1972.468,2016.305,1963.357,11.536000000000058,41.412000000000035,-3.105000000000018,56.05300000000011,-0.023245403360387495,107.89574286806578,88.92743806210707,2018.657000000004,2022.835100000001,1965.3092500000027,1835.9270666666657,1688.0945500000005,1849.5710279999998,-0.024284216149903948,-0.00939097524215693,0.05212265522194692,0.20230798113824,0.31402118323115213,-0.3484575121342467
2024,2009-05-22,1972.468,1959.309,1967.661,1980.676,1951.745,21.366999999999962,7.564000000000078,8.207999999999856,20.723000000000184,-0.0024370484083898747,114.63338471947327,93.30655654239979,2007.7290000000041,2017.3059000000007,1969.8711000000028,1841.0170333333324,1692.5280500000003,1845.41906,-0.02701872767703717,-0.027332320622377226,0.0486228059329874,0.18372423617682654,0.3705801102086106,-0.34534658525119155
2025,2009-05-25,1967.661,1930.843,1970.98,1978.942,1927.033,48.09899999999993,3.810000000000173,11.280999999999949,40.628000000000156,0.0016867742969952637,128.64229236172446,91.94104644485294,1996.1130000000041,2014.3264000000006,1975.382700000003,1847.1065166666656,1696.9915833333337,1841.266152,-0.02862409194405291,-0.0148917294548363,0.05924069245271246,0.2275576089102529,0.37316456683916743,-0.3450168100765417
2026,2009-05-26,1970.98,1976.612,1945.496,1978.651,1945.021,2.0389999999999873,31.591000000000122,7.671000000000049,25.95900000000006,-0.012929608621092048,124.09925477709436,93.18742755180452,1975.2030000000043,2005.2784000000006,1981.2839500000032,1852.9979499999988,1701.1987500000005,1837.1335119999999,-0.05099885563543438,-0.044440602443250765,0.06458378819691268,0.2220375500153895,0.35044244347635356,-0.34685442024859525
2027,2009-05-27,1945.496,1954.669,1991.285,2000.378,1949.873,45.70899999999983,4.796000000000049,54.881999999999834,-4.376999999999953,0.02353590035651587,124.12658380097213,97.66319435812008,1969.5780000000043,1999.0267000000008,1989.5414000000033,1859.642499999999,1705.661658333334,1833.7553519999997,-0.013927335211769809,-0.030439643159369867,0.09043630923436163,0.2503265076490695,0.36788882050042027,-0.29781104264191194
2028,2009-06-01,1991.285,2021.728,2076.877,2082.881,2021.728,61.15299999999979,0.0,91.59599999999978,-30.442999999999984,0.04298329972856707,137.81793487327755,133.01986576664925,1990.4598000000042,2004.5584000000006,1998.3318500000034,1868.190949999999,1711.2092583333338,1830.4945159999995,0.052933178130139424,0.027363521241021704,0.09247906965979125,0.3279519428122022,0.4717463939369244,-0.28187578101066146
2029,2009-06-02,2076.877,2091.72,2074.757,2101.838,2069.501,10.118000000000393,22.218999999999596,24.96100000000024,7.375999999999749,-0.0010207633865654264,149.83514203987184,146.47468624384433,2011.879000000004,2009.8040000000008,2007.2847000000033,1874.9107499999989,1716.625033333334,1827.4289279999996,0.05442807475474698,0.02593876974792586,0.09445429129081617,0.24120332454119464,0.45610879354099754,-0.2697484895222152
2030,2009-06-03,2074.757,2075.932,2149.577,2150.133,2075.932,74.20100000000002,0.0,75.37599999999975,-1.1749999999997272,0.036062054496020624,164.0654468856397,170.4235436837854,2047.598400000004,2021.8557000000008,2016.8665500000031,1882.4928999999988,1722.709133333334,1824.6750159999997,0.09061329896802617,0.059395483622958656,0.09787685015884051,0.2684504392652636,0.514335833066218,-0.24258796957775652
2031,2009-06-04,2149.577,2138.627,2174.015,2182.67,2131.423,44.04300000000012,7.204000000000178,33.09299999999985,18.15400000000045,0.011368748363049797,182.0209568944166,175.50491157341511,2093.302200000004,2034.252600000001,2027.518300000003,1890.7799833333324,1728.4351750000008,1822.3907319999996,0.11746053448580707,0.060471326009269966,0.10863700802659881,0.2965338533746027,0.462122282078701,-0.2080339195201899
2032,2009-06-05,2174.015,2183.039,2160.416,2191.188,2159.775,8.148999999999887,23.264000000000124,17.17300000000023,14.239999999999782,-0.006255246628932953,191.0587491608315,191.62106761915243,2127.128400000004,2048.353200000001,2036.529100000003,1899.7847666666655,1733.758683333334,1820.0159079999999,0.08493560690709767,0.0698253450265176,0.09100898899101106,0.33348393862464065,0.4198364216496506,-0.2155699711196526
2033,2009-06-08,2160.416,2161.102,2186.474,2214.427,2143.415,53.32500000000027,17.686999999999898,54.01099999999997,17.001000000000204,0.012061565920637562,191.25249782849147,204.78218650427974,2149.0478000000044,2069.753800000001,2046.294450000003,1908.7568166666656,1739.1587333333339,1817.4167519999999,0.0527700966402922,0.10849656369583682,0.09808669991015329,0.32662237865341237,0.4212021309510501,-0.2291004042996012
2034,2009-06-09,2186.474,2186.126,2197.145,2198.388,2145.164,12.261999999999716,40.96199999999999,11.91399999999976,41.309999999999945,0.004880460503989381,160.3226594857875,170.65316281085245,2173.5254000000045,2092.7022000000006,2055.0040500000027,1918.1412833333322,1744.1120333333338,1815.1415359999999,0.0589890767930894,0.11662781342924422,0.08610778401673191,0.3445786214480713,0.37086031562022503,-0.2056451510855768
2035,2009-06-10,2197.145,2201.835,2212.191,2224.633,2197.278,22.797999999999774,4.557000000000244,27.48799999999983,-0.13299999999981083,0.006847977716536668,169.03239316739698,181.7300572991575,2186.048200000004,2116.823300000001,2065.5748500000027,1927.872199999999,1749.592741666667,1812.7871359999997,0.02912852156494017,0.122381251966027,0.1056670540165685,0.35855928997455067,0.42308296011723323,-0.21015491695024735
2036,2009-06-11,2212.191,2207.197,2196.726,2227.655,2189.215,20.458000000000084,17.98199999999997,15.464000000000397,22.975999999999658,-0.006990806851668641,155.63076065100944,159.9567569483516,2190.590400000004,2141.9463000000005,2073.6123500000026,1937.383999999999,1754.5030500000003,1810.3168519999997,0.010446570055864468,0.12913416424397695,0.07895476174571803,0.35098504444600254,0.36655740723575714,-0.21944059209102662
2037,2009-06-12,2196.726,2192.104,2156.534,2212.655,2138.637,20.551000000000386,53.46699999999964,15.929000000000087,58.08899999999994,-0.018296319158602414,146.10911481423634,140.83845104568084,2189.8140000000044,2158.471200000001,2078.7489500000024,1945.723166666666,1759.4156583333338,1807.7267199999997,-0.0017968761571846015,0.0829861119829658,0.050020401187651053,0.30211015201209546,0.3761998084263072,-0.23092636516887788
2038,2009-06-15,2156.534,2164.453,2217.38,2219.492,2150.548,55.039000000000215,13.9050000000002,62.958000000000084,5.986000000000331,0.028214718617930457,150.0980640390328,148.71264533199,2195.995200000004,2172.5215000000007,2088.5399500000026,1954.2542999999994,1765.3997250000004,1805.6489359999998,0.014135086902474114,0.06765109344462883,0.09686578681810087,0.3001257100507062,0.4789513983933751,-0.1897986938153905
2039,2009-06-16,2217.38,2193.352,2207.622,2228.358,2186.544,35.00600000000031,6.807999999999993,10.978000000000065,30.83600000000024,-0.004400689101552446,156.9740774777909,137.80294628611227,2198.090600000004,2185.8080000000004,2097.8060000000028,1962.6763999999994,1771.2239500000005,1803.5897959999995,0.004768460889017279,0.06403882478767375,0.09163868286669485,0.2968496665679763,0.4632465376164485,-0.18909185878525891
2040,2009-06-17,2207.622,2203.542,2236.076,2242.395,2173.774,38.853000000000065,29.76800000000003,34.77300000000014,33.847999999999956,0.012888981899981111,149.23554198812695,133.2993333779231,2202.867600000004,2194.4579000000003,2108.156800000003,1971.047666666666,1777.2572166666673,1801.7269439999998,0.010796988144333053,0.040240010011271865,0.10202556848984257,0.2896966201407314,0.4788040876035986,-0.1723720838303806
2041,2009-06-18,2236.076,2238.963,2283.532,2289.406,2237.24,50.442999999999756,1.723000000000411,53.32999999999993,-1.16399999999976,0.02122289224516516,162.26271324684697,137.41545241338258,2220.2288000000044,2205.4096000000004,2119.8311000000026,1980.3363499999994,1783.700408333334,1800.9380199999998,0.03951607983881478,0.05037545739104843,0.11389305410707884,0.3228579820195794,0.5119234031339779,-0.07950416867713672
2042,2009-06-19,2283.532,2287.038,2309.224,2316.368,2281.014,29.329999999999927,6.023999999999887,32.835999999999785,2.518000000000029,0.011250991884501627,157.17322772209334,141.70245163993152,2250.7668000000044,2220.2904000000003,2134.3218000000024,1989.3725999999995,1790.0043750000007,1800.3878119999997,0.07080342809341289,0.06887932694444032,0.14351419474004778,0.3068251078493014,0.48718529986836256,-0.056217651309314665
2043,2009-06-22,2309.224,2334.951,2320.75,2351.404,2313.964,16.452999999999975,20.98700000000008,42.179999999999836,-4.739999999999782,0.004991287116364651,155.348132983601,152.14238184681935,2271.440800000005,2233.718,2151.7359000000024,1998.4498166666663,1796.393008333334,1800.1197799999998,0.04661808079805896,0.06141211832384008,0.17657168582709581,0.30664252411299486,0.49329457169808655,-0.02806314542763544
2044,2009-06-23,2320.75,2283.805,2331.505,2374.616,2279.117,90.81100000000015,4.687999999999647,53.865999999999985,41.63299999999981,0.004634277711946577,179.95441764884734,171.1410824055362,2296.217400000005,2247.154,2169.9281000000024,2008.184583333333,1803.135233333334,1800.1546319999998,0.056116037981140066,0.06115208600251698,0.1849119335088718,0.33425640902382314,0.5314285376481669,0.003751089206437852
2045,2009-06-24,2331.505,2325.068,2336.08,2340.791,2301.934,15.722999999999956,23.134000000000015,9.286000000000058,29.570999999999913,0.0019622518501996034,179.27089695536986,162.95010684445757,2316.218200000005,2259.5429000000004,2188.1831000000025,2016.9213666666662,1810.5045750000006,1800.2041959999997,0.044722987948531134,0.056002849663523646,0.1852378004850379,0.2893177391572146,0.6091376047952861,0.0053324691901541765
2046,2009-06-25,2336.08,2337.168,2335.923,2356.566,2324.959,19.397999999999683,12.209000000000287,20.485999999999876,11.121000000000095,-6.720660251369193e-05,184.7135271670491,174.7075330574445,2326.6964000000044,2273.4626000000003,2207.7044500000025,2025.426233333333,1818.0631416666677,1800.4987599999997,0.022942967298027694,0.06336566326433046,0.20068249947571193,0.2795154113837899,0.6347758232760279,0.032551644755163034
2047,2009-06-26,2335.923,2341.701,2344.398,2354.157,2329.141,12.456000000000131,12.559999999999945,18.23400000000038,6.781999999999698,0.0036281161665006056,186.12855542909986,166.3084441480939,2333.7312000000043,2292.2490000000007,2225.3601000000026,2034.2094166666661,1825.8012166666674,1800.4015119999997,0.015231956709266914,0.0871138595542662,0.17732921204147067,0.2899686201274674,0.6558482698122445,-0.010263814481299871
2048,2009-06-29,2344.398,2347.893,2391.07,2392.0,2341.775,44.10699999999997,6.117999999999938,47.60199999999986,2.6230000000000473,0.0199078825353034,208.33632935124328,186.9062293020795,2347.795200000004,2309.6180000000004,2241.0697500000024,2043.5559166666665,1833.919858333334,1801.1604319999997,0.03030054939136062,0.07833118364917158,0.1512814673184788,0.3063957427278887,0.6876159716776784,0.08618841251237885
2049,2009-06-30,2391.07,2400.2,2380.9,2404.186,2377.122,3.986000000000331,23.077999999999975,13.115999999999985,13.94800000000032,-0.004253325916849016,216.07326340238058,210.44211361551152,2357.674200000004,2326.9458000000004,2256.3769000000025,2052.3705999999997,1842.0304750000007,1801.5892039999997,0.02118588636953378,0.07849079235485079,0.14755607524158254,0.28556996445500826,0.6914293995706247,0.047144596907165326
2050,2009-07-01,2380.9,2369.513,2440.897,2444.097,2367.339,74.58400000000029,2.173999999999978,63.197000000000116,13.56100000000015,0.025199294384476323,232.67445580538245,228.12853421116316,2378.637600000004,2347.4279000000006,2270.9429000000027,2061.745616666666,1850.784608333334,1802.4724599999997,0.04486875449470906,0.09159840720977286,0.1355243380441824,0.29945815472349824,0.7555345544199119,0.09946204713967899
